Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Net_Claims_Reported,Net_Claims_Paid,Net_Claims_Outstanding,Net_Ultimate_Estimate
6104,2024-12-31,Motor vehicle liability insurance,2019,0,10605579.880573466,863285.2541917067,9742294.62638176,
6104,2024-12-31,Motor vehicle liability insurance,2019,1,10130386.138808846,4705184.410962228,5425201.727846619,
6104,2024-12-31,Motor vehicle liability insurance,2019,2,12537626.785289736,5689948.86235366,6847677.922936074,
6104,2024-12-31,Motor vehicle liability insurance,2019,3,12677280.696570836,7822671.95329108,4854608.743279756,
6104,2024-12-31,Motor vehicle liability insurance,2019,4,14499615.391519386,10601223.996802928,3898391.3947164575,
6104,2024-12-31,Motor vehicle liability insurance,2019,5,17088219.035574295,11801113.56328784,5287105.4722864535,28519359.343803216
6104,2024-12-31,Motor vehicle liability insurance,2020,0,3047689.647453239,595594.6677443195,2452094.97970892,
6104,2024-12-31,Motor vehicle liability insurance,2020,1,4274166.275989521,1816371.5890250583,2457794.686964463,
6104,2024-12-31,Motor vehicle liability insurance,2020,2,4529527.499203868,2779090.4327089,1750437.0664949685,
6104,2024-12-31,Motor vehicle liability insurance,2020,3,6102011.172738699,3524299.3931492427,2577711.7795894565,
6104,2024-12-31,Motor vehicle liability insurance,2020,4,5183480.653865208,3605544.583502362,1577936.070362846,12253991.16689884
6104,2024-12-31,Motor vehicle liability insurance,2021,0,1550680.673978593,221198.00571199416,1329482.6682665988,
6104,2024-12-31,Motor vehicle liability insurance,2021,1,1490782.3370019328,801813.0081858109,688969.3288161219,
6104,2024-12-31,Motor vehicle liability insurance,2021,2,1661564.049531884,879459.5742303932,782104.4753014909,
6104,2024-12-31,Motor vehicle liability insurance,2021,3,2506753.6481202804,1268238.6135786674,1238515.034541613,4888488.273743045
6104,2024-12-31,Motor vehicle liability insurance,2022,0,3665011.024962638,646314.686530981,3018696.3384316573,
6104,2024-12-31,Motor vehicle liability insurance,2022,1,5920233.870971041,2510566.084782724,3409667.786188317,
6104,2024-12-31,Motor vehicle liability insurance,2022,2,7745953.377954207,3965853.6411365946,3780099.736817613,18364257.5221292
6104,2024-12-31,Motor vehicle liability insurance,2023,0,10289925.457517063,111155.99879502572,10178769.45872204,
6104,2024-12-31,Motor vehicle liability insurance,2023,1,10528028.692541003,4216888.94513724,6311139.747403763,29591380.389310755
6104,2024-12-31,Motor vehicle liability insurance,2024,0,7988961.54576078,2600029.577862332,5388931.967898448,25121606.58336804
6104,2024-12-31,Miscellaneous financial loss,2015,0,7983159.618202809,1591015.6703493684,6392143.94785344,
6104,2024-12-31,Miscellaneous financial loss,2015,1,6794252.198587551,2575728.57828074,4218523.62030681,
6104,2024-12-31,Miscellaneous financial loss,2015,2,9678345.993809136,4408139.394161826,5270206.59964731,
6104,2024-12-31,Miscellaneous financial loss,2015,3,10443201.432107149,5585865.4295157865,4857336.00259136,
6104,2024-12-31,Miscellaneous financial loss,2015,4,10913007.282201046,7378412.441488347,3534594.840712699,
6104,2024-12-31,Miscellaneous financial loss,2015,5,11695574.135702126,9222031.41511842,2473542.720583707,
6104,2024-12-31,Miscellaneous financial loss,2015,6,13736491.793906037,12775852.403381191,960639.3905248436,
6104,2024-12-31,Miscellaneous financial loss,2015,7,12889264.940128434,11388052.209116966,1501212.731011469,
6104,2024-12-31,Miscellaneous financial loss,2015,8,16073044.063968029,12384593.53191299,3688450.532055037,
6104,2024-12-31,Miscellaneous financial loss,2015,9,12989916.579691648,13488907.497014385,-498990.9173227344,21871046.84552085
6104,2024-12-31,Miscellaneous financial loss,2016,0,3476844.9956772234,540092.6324966946,2936752.363180529,
6104,2024-12-31,Miscellaneous financial loss,2016,1,3600788.0923898574,1578183.6787644385,2022604.4136254191,
6104,2024-12-31,Miscellaneous financial loss,2016,2,4180513.060597221,2275009.479367545,1905503.581229676,
6104,2024-12-31,Miscellaneous financial loss,2016,3,5637041.809582746,3034658.8145088498,2602382.995073896,
6104,2024-12-31,Miscellaneous financial loss,2016,4,6675730.186325662,4385976.128357044,2289754.0579686183,
6104,2024-12-31,Miscellaneous financial loss,2016,5,6628207.204493526,5090301.649422749,1537905.5550707774,
6104,2024-12-31,Miscellaneous financial loss,2016,6,5908686.08223622,6778531.255876541,-869845.173640321,
6104,2024-12-31,Miscellaneous financial loss,2016,7,6953534.561115561,6871355.25970483,82179.30141073093,
6104,2024-12-31,Miscellaneous financial loss,2016,8,8578161.240290653,7419462.281125331,1158698.9591653217,11822413.275561832
6104,2024-12-31,Miscellaneous financial loss,2017,0,5573575.220875487,1294053.3720722117,4279521.848803275,
6104,2024-12-31,Miscellaneous financial loss,2017,1,4883202.955622885,1740925.0509430645,3142277.904679821,
6104,2024-12-31,Miscellaneous financial loss,2017,2,5165370.472399127,2571471.191835657,2593899.280563469,
6104,2024-12-31,Miscellaneous financial loss,2017,3,6994127.234620005,4020304.276222113,2973822.958397892,
6104,2024-12-31,Miscellaneous financial loss,2017,4,5795990.861025874,3944692.8242736855,1851298.036752188,
6104,2024-12-31,Miscellaneous financial loss,2017,5,6323807.421207714,6957082.748886853,-633275.3276791396,
6104,2024-12-31,Miscellaneous financial loss,2017,6,8601126.110759761,7276294.79372015,1324831.3170396108,
6104,2024-12-31,Miscellaneous financial loss,2017,7,7512698.684355992,9069104.7397497,-1556406.055393708,13832800.34820588
6104,2024-12-31,Miscellaneous financial loss,2018,0,8566166.33050568,1067417.5566372448,7498748.773868436,
6104,2024-12-31,Miscellaneous financial loss,2018,1,6559343.818284923,2748533.9097289387,3810809.908555985,
6104,2024-12-31,Miscellaneous financial loss,2018,2,6189296.894051259,3650915.936506266,2538380.9575449936,
6104,2024-12-31,Miscellaneous financial loss,2018,3,7269058.544838604,5730080.774022216,1538977.7708163876,
6104,2024-12-31,Miscellaneous financial loss,2018,4,8333397.886710887,7019094.326803987,1314303.5599069,
6104,2024-12-31,Miscellaneous financial loss,2018,5,11338224.00523635,9740226.828939222,1597997.1762971282,
6104,2024-12-31,Miscellaneous financial loss,2018,6,12394806.338099606,9260282.78077744,3134523.557322167,19730932.093732134
6104,2024-12-31,Miscellaneous financial loss,2019,0,8646128.94565076,1651961.8375399706,6994167.108110789,
6104,2024-12-31,Miscellaneous financial loss,2019,1,6694622.639172145,2523375.2333430005,4171247.4058291446,
6104,2024-12-31,Miscellaneous financial loss,2019,2,8057099.712904248,3801976.831728818,4255122.881175431,
6104,2024-12-31,Miscellaneous financial loss,2019,3,9634590.135334508,5024501.78091138,4610088.354423126,
6104,2024-12-31,Miscellaneous financial loss,2019,4,10930319.954294035,7828765.821226073,3101554.133067964,
6104,2024-12-31,Miscellaneous financial loss,2019,5,11223059.96230852,7862062.693491603,3360997.268816916,20312390.097268
6104,2024-12-31,Miscellaneous financial loss,2020,0,3706318.173178316,499407.51883005287,3206910.654348263,
6104,2024-12-31,Miscellaneous financial loss,2020,1,4027336.9994482086,1666302.2869572237,2361034.712490985,
6104,2024-12-31,Miscellaneous financial loss,2020,2,5375779.3537432365,2610984.2240327075,2764795.129710529,
6104,2024-12-31,Miscellaneous financial loss,2020,3,5427144.945404076,3030364.296790452,2396780.648613624,
6104,2024-12-31,Miscellaneous financial loss,2020,4,5327418.285267897,4697037.549858083,630380.7354098139,13129762.754453763
6104,2024-12-31,Miscellaneous financial loss,2021,0,9157317.404691515,1624256.172707761,7533061.231983757,
6104,2024-12-31,Miscellaneous financial loss,2021,1,9954340.987132644,3487942.371404419,6466398.615728226,
6104,2024-12-31,Miscellaneous financial loss,2021,2,8250163.865469854,4964270.481728558,3285893.383741296,
6104,2024-12-31,Miscellaneous financial loss,2021,3,11309291.67544718,6193701.493309288,5115590.182137893,25490939.04046429
6104,2024-12-31,Miscellaneous financial loss,2022,0,1431734.3707708244,518131.97492323286,913602.3958475916,
6104,2024-12-31,Miscellaneous financial loss,2022,1,1698119.0220305214,809324.0848796484,888794.937150873,
6104,2024-12-31,Miscellaneous financial loss,2022,2,2105178.0218517827,841707.6215155724,1263470.4003362102,5054413.026438559
6104,2024-12-31,Miscellaneous financial loss,2023,0,858611.0872355759,181906.29177750237,676704.7954580735,
6104,2024-12-31,Miscellaneous financial loss,2023,1,1452240.9075066606,439114.40897673706,1013126.4985299236,3584261.773519421
6104,2024-12-31,Miscellaneous financial loss,2024,0,3149757.562557053,461216.6572194208,2688540.905337632,9129859.525621254
6104,2024-12-31,Workers compensation insurance,2015,0,3324156.929401472,898457.0659865995,2425699.8634148724,
6104,2024-12-31,Workers compensation insurance,2015,1,4970174.637204689,2586001.953190915,2384172.684013774,
6104,2024-12-31,Workers compensation insurance,2015,2,6260556.605620926,3536283.798751453,2724272.8068694733,
6104,2024-12-31,Workers compensation insurance,2015,3,7391362.342427591,4607558.7026557615,2783803.6397718294,
6104,2024-12-31,Workers compensation insurance,2015,4,6973998.337994991,4681659.061710564,2292339.2762844265,
6104,2024-12-31,Workers compensation insurance,2015,5,8262917.710852624,7368082.758880912,894834.9519717116,
6104,2024-12-31,Workers compensation insurance,2015,6,10791488.17991182,8385454.4327425985,2406033.7471692218,
6104,2024-12-31,Workers compensation insurance,2015,7,8623951.973635476,9896339.070948483,-1272387.0973130092,
6104,2024-12-31,Workers compensation insurance,2015,8,10455741.269052116,8805863.157266561,1649878.1117855553,
6104,2024-12-31,Workers compensation insurance,2015,9,12042608.69445294,9397435.117878826,2645173.576574115,16180210.81435734
6104,2024-12-31,Workers compensation insurance,2016,0,871476.3851380234,28294.610074685268,843181.7750633381,
6104,2024-12-31,Workers compensation insurance,2016,1,1565713.5279005829,718160.1461468313,847553.3817537515,
6104,2024-12-31,Workers compensation insurance,2016,2,1850718.1942719868,803139.8177333751,1047578.3765386116,
6104,2024-12-31,Workers compensation insurance,2016,3,1914598.9870648775,1319218.940686751,595380.0463781268,
6104,2024-12-31,Workers compensation insurance,2016,4,1859232.0827661185,1361059.588071764,498172.4946943543,
6104,2024-12-31,Workers compensation insurance,2016,5,2547093.3132218374,1612551.0569453384,934542.256276499,
6104,2024-12-31,Workers compensation insurance,2016,6,2841315.216714244,1948444.0275404083,892871.1891738353,
6104,2024-12-31,Workers compensation insurance,2016,7,2579046.4233262604,2815416.306625212,-236369.8832989512,
6104,2024-12-31,Workers compensation insurance,2016,8,2856751.431667288,2328095.769771524,528655.6618957645,4329598.838023806
6104,2024-12-31,Workers compensation insurance,2017,0,2306232.7323171534,193180.2088646247,2113052.5234525288,
6104,2024-12-31,Workers compensation insurance,2017,1,2521743.588350984,868033.9413564617,1653709.646994522,
6104,2024-12-31,Workers compensation insurance,2017,2,2582319.4768630145,1319417.4475160178,1262902.0293469967,
6104,2024-12-31,Workers compensation insurance,2017,3,2645229.224722624,1975082.971143253,670146.2535793711,
6104,2024-12-31,Workers compensation insurance,2017,4,3758584.3109161295,2239681.1119364714,1518903.198979659,
6104,2024-12-31,Workers compensation insurance,2017,5,3871770.338817412,3104992.413926491,766777.9248909205,
6104,2024-12-31,Workers compensation insurance,2017,6,3987678.375401728,3191219.6772407684,796458.698160959,
6104,2024-12-31,Workers compensation insurance,2017,7,4013944.8408435183,3730469.821893469,283475.01895004883,7039136.715984077
6104,2024-12-31,Workers compensation insurance,2018,0,2081577.3805939192,304726.0630652085,1776851.3175287107,
6104,2024-12-31,Workers compensation insurance,2018,1,2721131.830828172,924885.110044132,1796246.7207840402,
6104,2024-12-31,Workers compensation insurance,2018,2,2795537.075047363,1375747.2169213686,1419789.8581259944,
6104,2024-12-31,Workers compensation insurance,2018,3,2628907.215462431,1923889.686638262,705017.5288241687,
6104,2024-12-31,Workers compensation insurance,2018,4,2880265.285596005,2322993.531044572,557271.7545514335,
6104,2024-12-31,Workers compensation insurance,2018,5,3838770.786608333,3458029.1136990767,380741.6729092565,
6104,2024-12-31,Workers compensation insurance,2018,6,4740825.273069832,3447061.7336987583,1293763.5393710732,7090017.05180887
6104,2024-12-31,Workers compensation insurance,2019,0,1341480.6083195093,61678.71738786179,1279801.8909316475,
6104,2024-12-31,Workers compensation insurance,2019,1,1309930.3554177058,502900.2524255501,807030.1029921558,
6104,2024-12-31,Workers compensation insurance,2019,2,1419578.5797087513,728151.2098841505,691427.3698246008,
6104,2024-12-31,Workers compensation insurance,2019,3,1719550.5419683428,794288.4586714323,925262.0832969104,
6104,2024-12-31,Workers compensation insurance,2019,4,1914254.3040804048,1225306.3171179348,688947.98696247,
6104,2024-12-31,Workers compensation insurance,2019,5,2248876.48140786,1458880.2936156476,789996.1877922118,3618882.475040197
6104,2024-12-31,Workers compensation insurance,2020,0,4344409.467677355,1090984.334683853,3253425.1329935016,
6104,2024-12-31,Workers compensation insurance,2020,1,6022919.228914218,2190489.2611738574,3832429.9677403606,
6104,2024-12-31,Workers compensation insurance,2020,2,6446774.19671537,3111670.3680191915,3335103.8286961783,
6104,2024-12-31,Workers compensation insurance,2020,3,6812762.979384376,4331274.681045056,2481488.2983393194,
6104,2024-12-31,Workers compensation insurance,2020,4,8288076.585652083,6628083.202965436,1659993.3826866476,17795130.513436057
6104,2024-12-31,Workers compensation insurance,2021,0,7821030.267126771,1952113.9790739056,5868916.288052864,
6104,2024-12-31,Workers compensation insurance,2021,1,7399979.616148035,2848620.704301063,4551358.911846972,
6104,2024-12-31,Workers compensation insurance,2021,2,8119261.775594799,4001454.490850657,4117807.2847441416,
6104,2024-12-31,Workers compensation insurance,2021,3,10163268.4111583,5433724.725359943,4729543.685798358,22870574.446527
6104,2024-12-31,Workers compensation insurance,2022,0,4041096.042793545,673835.2252969146,3367260.8174966304,
6104,2024-12-31,Workers compensation insurance,2022,1,6011942.878566792,2701170.0747184195,3310772.803848373,
6104,2024-12-31,Workers compensation insurance,2022,2,5465402.344791561,2624833.47672525,2840568.868066312,16461829.759562729
6104,2024-12-31,Workers compensation insurance,2023,0,5570871.969331168,1468280.9923715023,4102590.976959665,
6104,2024-12-31,Workers compensation insurance,2023,1,7926676.12735004,3069518.515730863,4857157.611619176,21587052.0843041
6104,2024-12-31,Workers compensation insurance,2024,0,1801481.4504955304,447888.796563776,1353592.6539317546,8025568.167938686
6104,2024-12-31,Income protection insurance,2015,0,3522790.788964308,58461.46854173238,3464329.320422576,
6104,2024-12-31,Income protection insurance,2015,1,6310478.752028899,1813768.753051644,4496709.998977255,
6104,2024-12-31,Income protection insurance,2015,2,5308024.517015955,2967388.994860471,2340635.522155484,
6104,2024-12-31,Income protection insurance,2015,3,5941714.383390503,3680772.486446875,2260941.896943628,
6104,2024-12-31,Income protection insurance,2015,4,7445165.237188489,5957146.5483764,1488018.6888120892,
