Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Reins_Claims_Reported,Reins_Claims_Paid,Reins_Claims_Outstanding
5820,2024-12-31,"Marine, aviation and transport insurance",2020,0,4639616.764600856,48205.68756077375,4591411.077040083
5820,2024-12-31,"Marine, aviation and transport insurance",2020,1,5127948.934327908,2119052.8727899627,3008896.061537945
5820,2024-12-31,"Marine, aviation and transport insurance",2020,2,5830365.207792715,3334299.9655405106,2496065.2422522046
5820,2024-12-31,"Marine, aviation and transport insurance",2020,3,7540637.25854575,5712964.647201154,1827672.6113445957
5820,2024-12-31,"Marine, aviation and transport insurance",2020,4,10125597.873408696,6020723.320758809,4104874.5526498863
5820,2024-12-31,"Marine, aviation and transport insurance",2021,0,5555356.230251891,761648.8831067841,4793707.347145107
5820,2024-12-31,"Marine, aviation and transport insurance",2021,1,4675894.696036381,2197258.807984339,2478635.8880520416
5820,2024-12-31,"Marine, aviation and transport insurance",2021,2,5979166.564089,3530391.491763637,2448775.0723253638
5820,2024-12-31,"Marine, aviation and transport insurance",2021,3,8206052.556406647,4459611.414060084,3746441.142346563
5820,2024-12-31,"Marine, aviation and transport insurance",2022,0,4052306.169628325,615271.4098698004,3437034.759758524
5820,2024-12-31,"Marine, aviation and transport insurance",2022,1,2844448.7963682674,1129558.6365723198,1714890.1597959476
5820,2024-12-31,"Marine, aviation and transport insurance",2022,2,3703986.893805256,2000308.946462051,1703677.9473432046
5820,2024-12-31,"Marine, aviation and transport insurance",2023,0,2296398.731611468,261193.7821800203,2035204.9494314475
5820,2024-12-31,"Marine, aviation and transport insurance",2023,1,2775748.071566128,847395.3851525233,1928352.6864136043
5820,2024-12-31,"Marine, aviation and transport insurance",2024,0,2713488.461045693,560740.6868510403,2152747.7741946527
5820,2024-12-31,Fire and other damage to property insurance,2015,0,2096238.3439436231,212064.21366026008,1884174.1302833632
5820,2024-12-31,Fire and other damage to property insurance,2015,1,3679403.795722578,1404683.8138893882,2274719.9818331897
5820,2024-12-31,Fire and other damage to property insurance,2015,2,4373871.798863025,1734346.1231392897,2639525.675723736
5820,2024-12-31,Fire and other damage to property insurance,2015,3,3349306.455582718,1844242.3153604935,1505064.1402222242
5820,2024-12-31,Fire and other damage to property insurance,2015,4,3489262.939986105,3859661.3953873017,-370398.4554011966
5820,2024-12-31,Fire and other damage to property insurance,2015,5,5419093.451612487,3358645.7962139403,2060447.6553985465
5820,2024-12-31,Fire and other damage to property insurance,2015,6,4025889.4871237194,5488942.298645039,-1463052.8115213206
5820,2024-12-31,Fire and other damage to property insurance,2015,7,6030078.781523854,4495769.6084043225,1534309.173119531
5820,2024-12-31,Fire and other damage to property insurance,2015,8,5814816.852748279,4653693.326403883,1161123.5263443962
5820,2024-12-31,Fire and other damage to property insurance,2015,9,5609874.97584631,5651146.222720886,-41271.2468745755
5820,2024-12-31,Fire and other damage to property insurance,2016,0,3634248.5193268913,298848.7005698053,3335399.818757086
5820,2024-12-31,Fire and other damage to property insurance,2016,1,3712214.665462102,1562866.8993500606,2149347.766112041
5820,2024-12-31,Fire and other damage to property insurance,2016,2,4474207.575134101,2735903.28312302,1738304.2920110812
5820,2024-12-31,Fire and other damage to property insurance,2016,3,4968745.720796316,2904837.4102343787,2063908.3105619373
5820,2024-12-31,Fire and other damage to property insurance,2016,4,7296170.534082645,4163211.341431716,3132959.1926509286
5820,2024-12-31,Fire and other damage to property insurance,2016,5,5939043.420635618,4035797.636486347,1903245.7841492717
5820,2024-12-31,Fire and other damage to property insurance,2016,6,6480777.475543444,5590201.671232692,890575.8043107521
5820,2024-12-31,Fire and other damage to property insurance,2016,7,7115963.890374708,6429463.274549738,686500.6158249704
5820,2024-12-31,Fire and other damage to property insurance,2016,8,7115227.756306619,8981059.186955243,-1865831.430648624
5820,2024-12-31,Fire and other damage to property insurance,2017,0,2456477.630893813,407007.43338502897,2049470.197508784
5820,2024-12-31,Fire and other damage to property insurance,2017,1,2653314.761619104,938887.030872798,1714427.730746306
5820,2024-12-31,Fire and other damage to property insurance,2017,2,2292770.241229308,1687715.606203009,605054.6350262989
5820,2024-12-31,Fire and other damage to property insurance,2017,3,3423419.5169999083,1923767.0794267145,1499652.437573194
5820,2024-12-31,Fire and other damage to property insurance,2017,4,3738546.5494588977,2532406.182108975,1206140.367349923
5820,2024-12-31,Fire and other damage to property insurance,2017,5,4438372.531692832,2577895.163346712,1860477.36834612
5820,2024-12-31,Fire and other damage to property insurance,2017,6,4765352.18501015,4380192.660329601,385159.5246805493
5820,2024-12-31,Fire and other damage to property insurance,2017,7,4708568.24117912,4641831.13839266,66737.10278645996
5820,2024-12-31,Fire and other damage to property insurance,2018,0,4095773.7207807503,121860.63395031836,3973913.086830432
5820,2024-12-31,Fire and other damage to property insurance,2018,1,3138498.9572321367,1148013.821728253,1990485.135503884
5820,2024-12-31,Fire and other damage to property insurance,2018,2,4145532.925286603,2046044.4055333976,2099488.5197532056
5820,2024-12-31,Fire and other damage to property insurance,2018,3,4515465.966221905,2966276.141329525,1549189.8248923805
5820,2024-12-31,Fire and other damage to property insurance,2018,4,4499311.119675825,3646715.421858858,852595.6978169675
5820,2024-12-31,Fire and other damage to property insurance,2018,5,5608203.910267741,4205459.682014106,1402744.2282536356
5820,2024-12-31,Fire and other damage to property insurance,2018,6,4501775.762941249,5188988.702449377,-687212.939508128
5820,2024-12-31,Fire and other damage to property insurance,2019,0,699961.6574538073,119697.09842205072,580264.5590317566
5820,2024-12-31,Fire and other damage to property insurance,2019,1,1199493.6229922804,559141.7137172748,640351.9092750056
5820,2024-12-31,Fire and other damage to property insurance,2019,2,1650360.06372755,758134.1797431295,892225.8839844204
5820,2024-12-31,Fire and other damage to property insurance,2019,3,1732614.7038886533,1032069.4994911132,700545.2043975402
5820,2024-12-31,Fire and other damage to property insurance,2019,4,2103638.187396373,1475933.9065995994,627704.2807967737
5820,2024-12-31,Fire and other damage to property insurance,2019,5,2019981.291031828,1913835.3064042996,106145.98462752858
5820,2024-12-31,Fire and other damage to property insurance,2020,0,2341729.527657453,120289.2565186481,2221440.271138805
5820,2024-12-31,Fire and other damage to property insurance,2020,1,3050560.6385039054,1096909.2601916273,1953651.378312278
5820,2024-12-31,Fire and other damage to property insurance,2020,2,2287633.2563371267,1481320.5883768783,806312.6679602482
5820,2024-12-31,Fire and other damage to property insurance,2020,3,3323592.918866919,2114902.3363784906,1208690.5824884283
5820,2024-12-31,Fire and other damage to property insurance,2020,4,3385214.267798835,2969328.627016455,415885.64078238
5820,2024-12-31,Fire and other damage to property insurance,2021,0,1168740.6712951162,15324.144692440956,1153416.5266026752
5820,2024-12-31,Fire and other damage to property insurance,2021,1,1880631.889427828,676644.8974231188,1203986.992004709
5820,2024-12-31,Fire and other damage to property insurance,2021,2,1510998.0090029838,817527.7461163426,693470.2628866412
5820,2024-12-31,Fire and other damage to property insurance,2021,3,2317406.6268029427,1476653.513358568,840753.1134443746
5820,2024-12-31,Fire and other damage to property insurance,2022,0,3926774.219822257,561001.6400376962,3365772.5797845605
5820,2024-12-31,Fire and other damage to property insurance,2022,1,3370153.827916711,1602620.6486910312,1767533.17922568
5820,2024-12-31,Fire and other damage to property insurance,2022,2,3567035.6317291986,1627459.005998757,1939576.6257304417
5820,2024-12-31,Fire and other damage to property insurance,2023,0,2928053.536110546,37046.74912540084,2891006.786985145
5820,2024-12-31,Fire and other damage to property insurance,2023,1,3507782.700891542,1191826.8146188792,2315955.8862726623
5820,2024-12-31,Fire and other damage to property insurance,2024,0,5810223.056534541,1774814.8206968086,4035408.235837733
5820,2024-12-31,Other motor insurance,2015,0,3761016.368025319,513493.6186500235,3247522.749375296
5820,2024-12-31,Other motor insurance,2015,1,2976856.1097689145,1524030.0547359644,1452826.05503295
5820,2024-12-31,Other motor insurance,2015,2,3327147.1101065604,1975906.7090551376,1351240.4010514226
5820,2024-12-31,Other motor insurance,2015,3,5420642.969621987,2202975.4481697744,3217667.5214522127
5820,2024-12-31,Other motor insurance,2015,4,5907951.869468142,3825340.110405947,2082611.7590621952
5820,2024-12-31,Other motor insurance,2015,5,6508229.360543618,4425060.344984162,2083169.0155594563
5820,2024-12-31,Other motor insurance,2015,6,7551506.003522348,6715480.292460479,836025.7110618688
5820,2024-12-31,Other motor insurance,2015,7,5360529.024432268,5667030.84875134,-306501.82431907207
5820,2024-12-31,Other motor insurance,2015,8,5255096.641363349,6222576.432569417,-967479.7912060684
5820,2024-12-31,Other motor insurance,2015,9,9111788.811719583,7342398.335031852,1769390.4766877312
5820,2024-12-31,Other motor insurance,2016,0,1867285.61728271,178498.24542845145,1688787.3718542587
5820,2024-12-31,Other motor insurance,2016,1,4821766.329484139,1744939.3890128864,3076826.9404712524
5820,2024-12-31,Other motor insurance,2016,2,3853426.308886748,2472867.381030735,1380558.9278560127
5820,2024-12-31,Other motor insurance,2016,3,6036288.092476559,3018002.228760183,3018285.863716376
5820,2024-12-31,Other motor insurance,2016,4,5319538.340731523,5139287.727133621,180250.61359790157
5820,2024-12-31,Other motor insurance,2016,5,6852997.297303536,4986834.716898064,1866162.580405472
5820,2024-12-31,Other motor insurance,2016,6,6429426.531056397,4803798.101780829,1625628.4292755676
5820,2024-12-31,Other motor insurance,2016,7,9052009.891437229,7523175.442348988,1528834.449088239
5820,2024-12-31,Other motor insurance,2016,8,9400381.702550162,6623369.446667859,2777012.2558823023
5820,2024-12-31,Other motor insurance,2017,0,1694151.6086218243,285716.9244287224,1408434.6841931022
5820,2024-12-31,Other motor insurance,2017,1,2039514.4166485523,1024873.507702754,1014640.9089457984
5820,2024-12-31,Other motor insurance,2017,2,2772290.8153600246,1313996.3741840315,1458294.4411759928
5820,2024-12-31,Other motor insurance,2017,3,2787871.6014696658,1829268.5048186672,958603.0966509986
5820,2024-12-31,Other motor insurance,2017,4,3510445.602759036,1625507.8336433354,1884937.7691157
5820,2024-12-31,Other motor insurance,2017,5,3412485.424691006,2943758.405721973,468727.0189690329
5820,2024-12-31,Other motor insurance,2017,6,4308803.710242849,3962574.4629932833,346229.24724956555
5820,2024-12-31,Other motor insurance,2017,7,3911798.882789037,4204173.90322481,-292375.02043577284
5820,2024-12-31,Other motor insurance,2018,0,2900710.3782666386,787965.8814385494,2112744.496828089
5820,2024-12-31,Other motor insurance,2018,1,2315206.660470514,960932.5744483717,1354274.0860221426
5820,2024-12-31,Other motor insurance,2018,2,2785781.942183733,1438992.930135463,1346789.0120482708
5820,2024-12-31,Other motor insurance,2018,3,3925105.0927900416,2326992.606029672,1598112.48676037
5820,2024-12-31,Other motor insurance,2018,4,2966021.1950688856,2097285.320496945,868735.8745719404
5820,2024-12-31,Other motor insurance,2018,5,4291474.936225455,3509274.118631016,782200.8175944393
5820,2024-12-31,Other motor insurance,2018,6,3864121.02787123,4236606.495163449,-372485.4672922189
5820,2024-12-31,Other motor insurance,2019,0,6848378.708523658,1172662.9631605723,5675715.7453630855
5820,2024-12-31,Other motor insurance,2019,1,6096190.11606435,2907858.801924911,3188331.3141394397
5820,2024-12-31,Other motor insurance,2019,2,8387631.078136507,2991197.284202792,5396433.793933716
5820,2024-12-31,Other motor insurance,2019,3,8913300.79973875,3678330.69442327,5234970.10531548
5820,2024-12-31,Other motor insurance,2019,4,7184379.599215535,6897126.847939521,287252.7512760144
5820,2024-12-31,Other motor insurance,2019,5,7812550.797244949,7284007.589974932,528543.2072700169
5820,2024-12-31,Other motor insurance,2020,0,5595825.417543678,603616.3755145496,4992209.042029128
5820,2024-12-31,Other motor insurance,2020,1,3848716.521245537,2386827.0098740538,1461889.511371483
5820,2024-12-31,Other motor insurance,2020,2,5505643.795222531,3126347.9803419253,2379295.814880606
5820,2024-12-31,Other motor insurance,2020,3,6170783.345366623,3178908.245611018,2991875.099755605
5820,2024-12-31,Other motor insurance,2020,4,7186869.09097228,5741523.371990315,1445345.7189819654
5820,2024-12-31,Other motor insurance,2021,0,6115988.80974171,1223915.2826336296,4892073.527108081
5820,2024-12-31,Other motor insurance,2021,1,7616986.209191582,2424846.902948658,5192139.306242924
5820,2024-12-31,Other motor insurance,2021,2,6570826.18897413,3367113.0804135143,3203713.108560616
5820,2024-12-31,Other motor insurance,2021,3,7636852.295220854,4572647.459972403,3064204.8352484507
5820,2024-12-31,Other motor insurance,2022,0,4081165.375728488,775042.6451350745,3306122.730593414
5820,2024-12-31,Other motor insurance,2022,1,3375051.325312156,2160987.189412812,1214064.1358993435
5820,2024-12-31,Other motor insurance,2022,2,4579482.733021686,2054270.0439819293,2525212.6890397565
5820,2024-12-31,Other motor insurance,2023,0,1285167.3582058277,14927.146863674958,1270240.211342153
5820,2024-12-31,Other motor insurance,2023,1,1871931.0281623176,737011.4743336572,1134919.5538286604
5820,2024-12-31,Other motor insurance,2024,0,8622262.277918326,1030498.6209987066,7591763.656919619
5820,2024-12-31,Motor vehicle liability insurance,2015,0,1323906.6939192188,212328.2612703639,1111578.432648855
5820,2024-12-31,Motor vehicle liability insurance,2015,1,859818.0801204401,416681.4933278906,443136.5867925495
5820,2024-12-31,Motor vehicle liability insurance,2015,2,1246606.18200728,714422.8659552244,532183.3160520556
5820,2024-12-31,Motor vehicle liability insurance,2015,3,1413649.5932026329,712880.2451036017,700769.3480990311
5820,2024-12-31,Motor vehicle liability insurance,2015,4,1541770.5406307022,847479.907962064,694290.6326686381
5820,2024-12-31,Motor vehicle liability insurance,2015,5,1321842.2275048168,1109526.1505279315,212316.0769768851
5820,2024-12-31,Motor vehicle liability insurance,2015,6,1955427.686405578,1286617.3377486751,668810.3486569028
5820,2024-12-31,Motor vehicle liability insurance,2015,7,2361302.448583942,2131784.1419621296,229518.30662181228
5820,2024-12-31,Motor vehicle liability insurance,2015,8,2221512.251739085,2190899.3119626613,30612.939776423853
5820,2024-12-31,Motor vehicle liability insurance,2015,9,2663136.928433761,2584675.1492703026,78461.77916345885
5820,2024-12-31,Motor vehicle liability insurance,2016,0,6737587.12732081,1537679.0777106131,5199908.049610198
