reporting_period,Policy_ID,Syndicate_Number,Year_of_Account,LOB_Code,LOB_Name,Currency,Inception_Date,Expiry_Date,Gross_Written_Premium,Net_Written_Premium,Broker,Country,Risk_Code
2025-11-30,POL002668,2010,2024,A2,Accident & Health Reinsurance,GBP,2024-03-13,2025-03-13,374183.75,323626.56,Broker_20,GB,5
2025-11-30,POL002669,2791,2019,D1,Direct Motor (Private Car),AUD,2019-07-12,2020-07-11,2872144.68,2725606.0,Broker_3,JP,6
2025-11-30,POL002670,5000,2018,A1,Direct Accident & Health,AUD,2018-09-09,2019-09-09,1408122.16,1266359.34,Broker_44,JP,3
2025-11-30,POL002671,5000,2025,A2,Accident & Health Reinsurance,GBP,2025-06-25,2026-06-25,4072157.78,3609172.25,Broker_2,JP,4
2025-11-30,POL002672,4242,2023,E1,Energy Offshore,CAD,2023-03-17,2024-03-16,2768671.64,2460337.13,Broker_28,AU,4
2025-11-30,POL002673,2791,2025,D1,Direct Motor (Private Car),EUR,2025-08-28,2026-08-28,2716027.79,2351004.35,Broker_37,FR,3
2025-11-30,POL002674,33,2020,E1,Energy Offshore,CHF,2020-07-03,2021-07-03,2593241.43,2199070.66,Broker_45,US,4
2025-11-30,POL002675,623,2024,E1,Energy Offshore,GBP,2024-08-10,2025-08-10,3399793.65,2473868.83,Broker_20,AU,5
2025-11-30,POL002676,2525,2023,D2,Direct Motor (Commercial),USD,2023-03-15,2024-03-14,3793295.86,3305604.23,Broker_24,DE,2
2025-11-30,POL002677,2525,2025,A2,Accident & Health Reinsurance,CAD,2025-10-05,2026-10-05,1642943.21,1554218.53,Broker_49,CA,4
2025-11-30,POL002678,2987,2026,E1,Energy Offshore,USD,2026-02-24,2027-02-24,1030674.35,851256.37,Broker_19,US,5
2025-11-30,POL002679,2987,2020,D2,Direct Motor (Commercial),GBP,2020-10-15,2021-10-15,772998.17,669891.08,Broker_28,FR,3
2025-11-30,POL002680,1910,2026,E1,Energy Offshore,JPY,2026-03-08,2027-03-08,3212140.3,2511326.48,Broker_25,GB,7
2025-11-30,POL002681,1910,2020,D1,Direct Motor (Private Car),GBP,2020-08-23,2021-08-23,3988672.14,2853139.17,Broker_30,DE,7
2025-11-30,POL002682,2525,2018,E1,Energy Offshore,EUR,2018-07-11,2019-07-11,1063690.75,751665.49,Broker_47,GB,5
2025-11-30,POL002683,2525,2022,E1,Energy Offshore,CHF,2022-01-10,2023-01-10,4407806.56,3366633.44,Broker_3,DE,3
2025-11-30,POL002684,33,2022,A1,Direct Accident & Health,USD,2022-05-16,2023-05-16,4921702.86,4078384.82,Broker_35,US,5
2025-11-30,POL002685,2791,2019,A2,Accident & Health Reinsurance,JPY,2019-03-21,2020-03-20,1740543.08,1640506.13,Broker_3,GB,7
2025-11-30,POL002686,4242,2023,E1,Energy Offshore,EUR,2023-03-12,2024-03-11,1361661.54,1180243.36,Broker_49,FR,9
2025-11-30,POL002687,1910,2022,D1,Direct Motor (Private Car),AUD,2022-07-24,2023-07-24,2142408.59,1982501.18,Broker_24,DE,2
2025-11-30,POL002688,4242,2018,E1,Energy Offshore,EUR,2018-07-10,2019-07-10,4386289.68,3890455.11,Broker_16,AU,7
2025-11-30,POL002689,2525,2026,D1,Direct Motor (Private Car),JPY,2026-01-09,2027-01-09,3681086.86,3494189.69,Broker_40,CA,2
2025-11-30,POL002690,5000,2021,D2,Direct Motor (Commercial),GBP,2021-06-16,2022-06-16,2748588.5,2546677.62,Broker_24,AU,7
2025-11-30,POL002691,1910,2021,A1,Direct Accident & Health,JPY,2021-01-04,2022-01-04,327304.33,302341.84,Broker_11,FR,7
2025-11-30,POL002692,2525,2023,A2,Accident & Health Reinsurance,AUD,2023-02-25,2024-02-25,1488687.95,1093206.33,Broker_3,CA,7
2025-11-30,POL002693,4242,2025,D2,Direct Motor (Commercial),CHF,2025-07-10,2026-07-10,4987317.06,4699636.46,Broker_38,US,1
2025-11-30,POL002694,2525,2022,E1,Energy Offshore,GBP,2022-09-28,2023-09-28,1997567.18,1562654.57,Broker_35,CA,4
2025-11-30,POL002695,623,2024,D2,Direct Motor (Commercial),CHF,2024-10-08,2025-10-08,2317709.7,2173917.5,Broker_9,CA,7
2025-11-30,POL002696,33,2025,A1,Direct Accident & Health,GBP,2025-10-05,2026-10-05,2691522.15,1888721.9,Broker_32,CA,2
2025-11-30,POL002697,623,2021,D2,Direct Motor (Commercial),JPY,2021-05-27,2022-05-27,1802260.05,1647367.94,Broker_15,JP,4
2025-11-30,POL002698,2525,2020,D2,Direct Motor (Commercial),GBP,2020-05-26,2021-05-26,521715.15,399744.98,Broker_4,CA,6
2025-11-30,POL002699,2525,2023,D2,Direct Motor (Commercial),GBP,2023-01-19,2024-01-19,1017649.29,889536.28,Broker_44,FR,6
2025-11-30,POL002700,5000,2018,D1,Direct Motor (Private Car),AUD,2018-08-28,2019-08-28,488344.59,353046.94,Broker_20,US,9
2025-11-30,POL002701,2010,2024,D1,Direct Motor (Private Car),AUD,2024-01-08,2025-01-07,831433.31,694875.43,Broker_16,FR,5
2025-11-30,POL002702,2791,2024,D1,Direct Motor (Private Car),EUR,2024-08-05,2025-08-05,2330125.57,2011747.86,Broker_21,JP,1
2025-11-30,POL002703,1183,2022,A2,Accident & Health Reinsurance,AUD,2022-08-25,2023-08-25,761495.36,712303.78,Broker_33,GB,1
2025-11-30,POL002704,5000,2026,A1,Direct Accident & Health,CAD,2026-09-14,2027-09-14,1441403.63,1046375.42,Broker_14,AU,5
2025-11-30,POL002705,2010,2022,A1,Direct Accident & Health,CAD,2022-10-03,2023-10-03,500635.1,472079.13,Broker_16,GB,2
2025-11-30,POL002706,2525,2020,E1,Energy Offshore,JPY,2020-11-08,2021-11-08,2362434.94,1694079.95,Broker_47,AU,5
2025-11-30,POL002707,2791,2023,A2,Accident & Health Reinsurance,USD,2023-05-01,2024-04-30,3877375.03,3345837.47,Broker_13,CA,8
2025-11-30,POL002708,5000,2019,D1,Direct Motor (Private Car),JPY,2019-05-11,2020-05-10,1585034.25,1124228.54,Broker_36,FR,7
2025-11-30,POL002709,1910,2022,D1,Direct Motor (Private Car),GBP,2022-08-12,2023-08-12,3174041.01,2397721.51,Broker_34,JP,7
2025-11-30,POL002710,2010,2021,A1,Direct Accident & Health,CHF,2021-09-18,2022-09-18,3437283.67,2848488.4,Broker_19,JP,1
2025-11-30,POL002711,4242,2019,D1,Direct Motor (Private Car),USD,2019-07-21,2020-07-20,3880085.06,2836880.92,Broker_10,CA,8
2025-11-30,POL002712,1183,2023,A2,Accident & Health Reinsurance,AUD,2023-03-01,2024-02-29,3299864.45,3073501.54,Broker_39,FR,1
2025-11-30,POL002713,2010,2021,D2,Direct Motor (Commercial),CHF,2021-12-21,2022-12-21,2041613.6,1601297.68,Broker_4,US,5
2025-11-30,POL002714,4242,2021,A1,Direct Accident & Health,AUD,2021-05-06,2022-05-06,683317.38,580269.4,Broker_13,CA,3
2025-11-30,POL002715,2525,2026,D2,Direct Motor (Commercial),CHF,2026-12-15,2027-12-15,1364834.53,1237608.36,Broker_10,FR,6
2025-11-30,POL002716,1910,2022,E1,Energy Offshore,EUR,2022-07-18,2023-07-18,2901891.77,2261078.19,Broker_2,CA,8
2025-11-30,POL002717,2791,2025,A2,Accident & Health Reinsurance,CAD,2025-09-16,2026-09-16,1237813.66,936456.55,Broker_26,GB,5
2025-11-30,POL002718,33,2022,A2,Accident & Health Reinsurance,AUD,2022-08-09,2023-08-09,1244743.66,1165048.29,Broker_44,DE,8
2025-11-30,POL002719,2525,2023,D1,Direct Motor (Private Car),EUR,2023-03-25,2024-03-24,1610313.43,1514432.61,Broker_47,DE,8
2025-11-30,POL002720,1910,2023,A2,Accident & Health Reinsurance,AUD,2023-05-12,2024-05-11,2029929.08,1694317.1,Broker_12,GB,6
2025-11-30,POL002721,5000,2023,D2,Direct Motor (Commercial),AUD,2023-12-04,2024-12-03,4037728.79,3105242.9,Broker_47,CA,4
2025-11-30,POL002722,2525,2024,E1,Energy Offshore,JPY,2024-03-10,2025-03-10,532771.65,479014.99,Broker_14,DE,1
2025-11-30,POL002723,2010,2020,A2,Accident & Health Reinsurance,AUD,2020-10-12,2021-10-12,1392533.02,1049522.33,Broker_33,AU,9
2025-11-30,POL002724,1183,2023,A2,Accident & Health Reinsurance,CAD,2023-03-04,2024-03-03,2106974.96,1939302.95,Broker_12,AU,2
2025-11-30,POL002725,1183,2026,E1,Energy Offshore,USD,2026-03-09,2027-03-09,2791088.8,2373613.43,Broker_45,US,3
2025-11-30,POL002726,2010,2023,A1,Direct Accident & Health,JPY,2023-11-06,2024-11-05,2990024.77,2238545.59,Broker_4,US,9
2025-11-30,POL002727,2010,2025,A1,Direct Accident & Health,CHF,2025-09-05,2026-09-05,719295.13,543660.8,Broker_41,JP,3
2025-11-30,POL002728,4242,2026,A1,Direct Accident & Health,CAD,2026-05-24,2027-05-24,1852579.83,1456273.07,Broker_23,DE,5
2025-11-30,POL002729,2987,2026,D1,Direct Motor (Private Car),GBP,2026-07-12,2027-07-12,1623382.27,1330588.52,Broker_31,DE,1
2025-11-30,POL002730,4242,2025,A2,Accident & Health Reinsurance,USD,2025-08-26,2026-08-26,709380.54,560131.44,Broker_16,DE,4
2025-11-30,POL002731,1183,2026,D1,Direct Motor (Private Car),USD,2026-02-13,2027-02-13,734247.07,614247.94,Broker_48,DE,3
2025-11-30,POL002732,2525,2023,D2,Direct Motor (Commercial),AUD,2023-08-09,2024-08-08,3508881.8,3220030.37,Broker_33,JP,8
2025-11-30,POL002733,4242,2018,D2,Direct Motor (Commercial),CHF,2018-05-11,2019-05-11,2277955.06,1648118.0,Broker_3,CA,9
2025-11-30,POL002734,4242,2019,A2,Accident & Health Reinsurance,JPY,2019-12-08,2020-12-07,3930995.89,3381952.59,Broker_30,GB,4
2025-11-30,POL002735,2791,2022,D2,Direct Motor (Commercial),USD,2022-11-05,2023-11-05,1742400.79,1293189.74,Broker_27,GB,7
2025-11-30,POL002736,1183,2025,D2,Direct Motor (Commercial),EUR,2025-12-13,2026-12-13,3611211.14,2852041.01,Broker_48,GB,6
2025-11-30,POL002737,1183,2022,E1,Energy Offshore,CAD,2022-09-22,2023-09-22,2401049.38,2002686.96,Broker_37,FR,2
2025-11-30,POL002738,623,2019,A1,Direct Accident & Health,CHF,2019-08-16,2020-08-15,3716590.69,2663519.77,Broker_37,FR,7
2025-11-30,POL002739,1183,2022,A1,Direct Accident & Health,CAD,2022-03-02,2023-03-02,2751877.65,2051870.3,Broker_29,JP,4
2025-11-30,POL002740,33,2024,A2,Accident & Health Reinsurance,USD,2024-07-20,2025-07-20,2407036.85,1756770.3,Broker_2,JP,9
2025-11-30,POL002741,2987,2024,E1,Energy Offshore,CAD,2024-05-22,2025-05-22,2664716.3,2151061.67,Broker_42,JP,4
2025-11-30,POL002742,623,2018,D2,Direct Motor (Commercial),USD,2018-06-21,2019-06-21,1587237.8,1428788.4,Broker_2,JP,6
2025-11-30,POL002743,2791,2020,D1,Direct Motor (Private Car),JPY,2020-08-28,2021-08-28,279197.91,206271.89,Broker_8,DE,5
2025-11-30,POL002744,2525,2019,E1,Energy Offshore,CAD,2019-12-12,2020-12-11,2085041.51,1543964.34,Broker_6,JP,1
2025-11-30,POL002745,2987,2026,D1,Direct Motor (Private Car),EUR,2026-02-10,2027-02-10,3691226.47,2729392.19,Broker_8,US,5
2025-11-30,POL002746,2010,2018,A1,Direct Accident & Health,USD,2018-08-18,2019-08-18,3645427.57,3108646.79,Broker_2,DE,1
2025-11-30,POL002747,1183,2020,E1,Energy Offshore,EUR,2020-10-22,2021-10-22,3633570.43,3207407.87,Broker_50,GB,8
2025-11-30,POL002748,1183,2025,A2,Accident & Health Reinsurance,GBP,2025-08-08,2026-08-08,1149142.46,838894.08,Broker_36,GB,5
2025-11-30,POL002749,1183,2021,A1,Direct Accident & Health,USD,2021-02-20,2022-02-20,1109644.76,838828.27,Broker_33,JP,8
2025-11-30,POL002750,2525,2026,D2,Direct Motor (Commercial),CAD,2026-01-14,2027-01-14,3215363.18,2728292.45,Broker_27,GB,2
2025-11-30,POL002751,2791,2021,A2,Accident & Health Reinsurance,EUR,2021-03-25,2022-03-25,3968145.52,3434116.82,Broker_25,GB,5
2025-11-30,POL002752,2791,2026,D1,Direct Motor (Private Car),JPY,2026-03-05,2027-03-05,4893599.81,4462092.96,Broker_41,US,6
2025-11-30,POL002753,623,2024,A1,Direct Accident & Health,CHF,2024-10-26,2025-10-26,4420393.04,4090398.11,Broker_45,DE,4
2025-11-30,POL002754,33,2020,A1,Direct Accident & Health,EUR,2020-11-03,2021-11-03,1488090.09,1250238.41,Broker_12,JP,3
2025-11-30,POL002755,2791,2019,E1,Energy Offshore,JPY,2019-10-28,2020-10-27,669459.42,480790.9,Broker_15,GB,7
2025-11-30,POL002756,2010,2024,A2,Accident & Health Reinsurance,GBP,2024-01-12,2025-01-11,1667860.61,1570242.82,Broker_14,DE,3
2025-11-30,POL002757,1183,2021,A2,Accident & Health Reinsurance,CHF,2021-09-03,2022-09-03,3008776.98,2190203.85,Broker_17,JP,8
2025-11-30,POL002758,1183,2021,A2,Accident & Health Reinsurance,CHF,2021-03-15,2022-03-15,3495971.18,2781698.23,Broker_42,AU,4
2025-11-30,POL002759,33,2020,D2,Direct Motor (Commercial),EUR,2020-04-11,2021-04-11,2276792.32,2092213.51,Broker_44,GB,8
2025-11-30,POL002760,4242,2018,D1,Direct Motor (Private Car),EUR,2018-01-03,2019-01-03,3587824.3,2601053.64,Broker_25,JP,4
2025-11-30,POL002761,4242,2018,D1,Direct Motor (Private Car),JPY,2018-02-08,2019-02-08,1471101.93,1258119.36,Broker_39,US,5
2025-11-30,POL002762,2525,2022,D1,Direct Motor (Private Car),CAD,2022-06-01,2023-06-01,4090319.57,3538246.16,Broker_43,FR,9
2025-11-30,POL002763,2987,2019,D2,Direct Motor (Commercial),USD,2019-01-21,2020-01-21,2555963.88,2408529.01,Broker_43,DE,8
2025-11-30,POL002764,2525,2023,E1,Energy Offshore,USD,2023-05-18,2024-05-17,284270.67,239780.51,Broker_47,FR,9
2025-11-30,POL002765,5000,2023,A1,Direct Accident & Health,CHF,2023-12-06,2024-12-05,3212236.23,2372728.34,Broker_3,AU,6
2025-11-30,POL002766,1910,2021,E1,Energy Offshore,CHF,2021-06-01,2022-06-01,4984086.59,4394846.48,Broker_43,JP,1
2025-11-30,POL002767,1183,2022,D2,Direct Motor (Commercial),CAD,2022-05-23,2023-05-23,1338453.74,1028452.17,Broker_35,DE,2
2025-11-30,POL002768,4242,2018,D1,Direct Motor (Private Car),CHF,2018-02-24,2019-02-24,3556429.74,2627365.57,Broker_41,JP,1
2025-11-30,POL002769,2525,2023,D1,Direct Motor (Private Car),USD,2023-03-27,2024-03-26,4089876.55,3196854.95,Broker_21,FR,6
2025-11-30,POL002770,2525,2023,D2,Direct Motor (Commercial),EUR,2023-10-12,2024-10-11,613579.23,581014.4,Broker_16,GB,3
2025-11-30,POL002771,1910,2019,A2,Accident & Health Reinsurance,USD,2019-07-04,2020-07-03,2014076.68,1617933.48,Broker_30,US,8
2025-11-30,POL002772,33,2025,A2,Accident & Health Reinsurance,JPY,2025-09-10,2026-09-10,2396560.46,2216061.75,Broker_34,CA,4
2025-11-30,POL002773,1183,2021,A1,Direct Accident & Health,EUR,2021-11-18,2022-11-18,743220.6,583786.09,Broker_16,US,2
2025-11-30,POL002774,1183,2021,D1,Direct Motor (Private Car),CHF,2021-09-03,2022-09-03,4968565.61,4061644.29,Broker_47,GB,6
2025-11-30,POL002775,623,2024,A2,Accident & Health Reinsurance,CHF,2024-03-07,2025-03-07,266818.86,221936.9,Broker_5,JP,8
2025-11-30,POL002776,33,2024,D1,Direct Motor (Private Car),EUR,2024-12-13,2025-12-13,4090005.32,3349043.05,Broker_49,DE,9
2025-11-30,POL002777,2791,2026,A2,Accident & Health Reinsurance,GBP,2026-08-03,2027-08-03,4277427.07,3611407.29,Broker_23,GB,2
2025-11-30,POL002778,1910,2026,E1,Energy Offshore,EUR,2026-03-27,2027-03-27,4884378.32,4309063.72,Broker_2,DE,8
2025-11-30,POL002779,33,2023,E1,Energy Offshore,JPY,2023-10-15,2024-10-14,1254279.6,891142.57,Broker_41,CA,8
2025-11-30,POL002780,2010,2022,A1,Direct Accident & Health,CAD,2022-07-08,2023-07-08,4349449.67,3540705.55,Broker_46,FR,7
2025-11-30,POL002781,623,2019,A1,Direct Accident & Health,AUD,2019-06-01,2020-05-31,2230760.12,1999370.79,Broker_42,FR,3
2025-11-30,POL002782,2987,2024,E1,Energy Offshore,CAD,2024-11-03,2025-11-03,4520739.24,3350829.15,Broker_17,FR,7
2025-11-30,POL002783,2791,2023,A1,Direct Accident & Health,CAD,2023-04-15,2024-04-14,3574682.16,2979505.91,Broker_42,JP,9
2025-11-30,POL002784,5000,2025,D2,Direct Motor (Commercial),CAD,2025-04-22,2026-04-22,345205.4,259331.9,Broker_16,US,5
2025-11-30,POL002785,33,2023,A1,Direct Accident & Health,EUR,2023-02-25,2024-02-25,4451914.9,3475697.62,Broker_40,FR,3
2025-11-30,POL002786,623,2025,E1,Energy Offshore,JPY,2025-02-11,2026-02-11,4502696.42,3684526.38,Broker_4,DE,9
2025-11-30,POL002787,623,2026,D2,Direct Motor (Commercial),CAD,2026-06-26,2027-06-26,3208560.64,2247662.11,Broker_15,FR,9
2025-11-30,POL002788,4242,2026,D1,Direct Motor (Private Car),CAD,2026-04-03,2027-04-03,1182019.77,1121781.94,Broker_25,CA,6
2025-11-30,POL002789,33,2021,A1,Direct Accident & Health,EUR,2021-11-05,2022-11-05,2257054.24,1961343.55,Broker_34,FR,3
2025-11-30,POL002790,2010,2025,A2,Accident & Health Reinsurance,GBP,2025-03-12,2026-03-12,3287797.78,2721295.11,Broker_33,US,9
2025-11-30,POL002791,5000,2021,A2,Accident & Health Reinsurance,AUD,2021-11-28,2022-11-28,4570443.73,3590809.55,Broker_38,CA,2
2025-11-30,POL002792,623,2022,D1,Direct Motor (Private Car),AUD,2022-08-11,2023-08-11,4896530.34,3982267.15,Broker_41,DE,3
2025-11-30,POL002793,33,2025,A1,Direct Accident & Health,GBP,2025-09-08,2026-09-08,488833.06,463621.26,Broker_25,JP,4
2025-11-30,POL002794,33,2023,E1,Energy Offshore,GBP,2023-07-01,2024-06-30,2568684.86,2152215.56,Broker_44,US,3
2025-11-30,POL002795,4242,2023,D2,Direct Motor (Commercial),CAD,2023-01-05,2024-01-05,2450573.59,1849487.64,Broker_36,US,9
2025-11-30,POL002796,1910,2023,D1,Direct Motor (Private Car),CAD,2023-01-25,2024-01-25,2482346.06,2328952.42,Broker_3,FR,9
2025-11-30,POL002797,5000,2020,D1,Direct Motor (Private Car),CHF,2020-07-08,2021-07-08,4577491.43,3438937.52,Broker_37,DE,1
2025-11-30,POL002798,5000,2023,A1,Direct Accident & Health,JPY,2023-07-12,2024-07-11,1753920.06,1525818.89,Broker_12,GB,2
2025-11-30,POL002799,623,2022,D1,Direct Motor (Private Car),CHF,2022-01-03,2023-01-03,2728727.42,2558693.33,Broker_42,DE,4
2025-11-30,POL002800,4242,2026,E1,Energy Offshore,AUD,2026-12-17,2027-12-17,4320443.31,3915279.62,Broker_33,CA,5
2025-11-30,POL002801,4242,2026,D2,Direct Motor (Commercial),JPY,2026-03-18,2027-03-18,3722772.98,2904494.26,Broker_16,AU,8
2025-11-30,POL002802,1183,2020,D1,Direct Motor (Private Car),GBP,2020-09-21,2021-09-21,3966655.31,3181718.65,Broker_25,GB,4
2025-11-30,POL002803,5000,2026,D1,Direct Motor (Private Car),GBP,2026-12-16,2027-12-16,616096.69,520477.96,Broker_29,AU,5
2025-11-30,POL002804,1183,2019,A2,Accident & Health Reinsurance,GBP,2019-02-28,2020-02-28,2556459.79,2062535.65,Broker_16,AU,4
2025-11-30,POL002805,1910,2024,D2,Direct Motor (Commercial),JPY,2024-04-26,2025-04-26,4966602.9,4218907.38,Broker_44,US,5
2025-11-30,POL002806,1183,2026,E1,Energy Offshore,EUR,2026-05-28,2027-05-28,1983738.35,1584350.9,Broker_29,CA,4
2025-11-30,POL002807,2791,2025,E1,Energy Offshore,AUD,2025-01-18,2026-01-18,316928.62,298874.54,Broker_42,AU,9
2025-11-30,POL002808,2525,2023,A1,Direct Accident & Health,GBP,2023-04-26,2024-04-25,1512120.17,1414209.99,Broker_50,CA,5
2025-11-30,POL002809,2987,2026,E1,Energy Offshore,GBP,2026-03-05,2027-03-05,437757.61,330350.26,Broker_15,GB,5
2025-11-30,POL002810,4242,2024,D1,Direct Motor (Private Car),EUR,2024-07-20,2025-07-20,1128528.48,875453.41,Broker_5,FR,6
2025-11-30,POL002811,1183,2022,D1,Direct Motor (Private Car),EUR,2022-05-25,2023-05-25,1777302.01,1295720.79,Broker_41,FR,3
2025-11-30,POL002812,5000,2021,D2,Direct Motor (Commercial),JPY,2021-09-26,2022-09-26,1886784.55,1380943.23,Broker_9,JP,5
2025-11-30,POL002813,2791,2026,A1,Direct Accident & Health,JPY,2026-11-18,2027-11-18,2397016.21,2071600.7,Broker_38,DE,5
2025-11-30,POL002814,4242,2024,A1,Direct Accident & Health,CAD,2024-10-27,2025-10-27,1629555.37,1229921.19,Broker_8,JP,5
2025-11-30,POL002815,5000,2019,D2,Direct Motor (Commercial),EUR,2019-02-16,2020-02-16,1187777.75,910333.58,Broker_26,AU,8
2025-11-30,POL002816,4242,2019,A2,Accident & Health Reinsurance,JPY,2019-09-19,2020-09-18,993109.24,777018.31,Broker_13,CA,5
2025-11-30,POL002817,4242,2020,D1,Direct Motor (Private Car),EUR,2020-11-16,2021-11-16,4123840.0,3260337.97,Broker_10,CA,3
2025-11-30,POL002818,2791,2026,E1,Energy Offshore,GBP,2026-03-19,2027-03-19,2267610.16,1676629.76,Broker_35,FR,7
2025-11-30,POL002819,1183,2025,A1,Direct Accident & Health,AUD,2025-02-21,2026-02-21,4111138.06,3212990.4,Broker_5,DE,1
2025-11-30,POL002820,1910,2025,A1,Direct Accident & Health,CAD,2025-12-02,2026-12-02,2675258.71,1955669.35,Broker_41,JP,5
2025-11-30,POL002821,2525,2023,D1,Direct Motor (Private Car),CHF,2023-12-10,2024-12-09,1703912.83,1444292.53,Broker_19,FR,7
2025-11-30,POL002822,2987,2021,A2,Accident & Health Reinsurance,CHF,2021-09-21,2022-09-21,678373.89,506149.84,Broker_29,DE,3
2025-11-30,POL002823,4242,2021,A2,Accident & Health Reinsurance,EUR,2021-04-03,2022-04-03,4897332.73,3955958.72,Broker_47,CA,6
2025-11-30,POL002824,5000,2020,D2,Direct Motor (Commercial),EUR,2020-11-03,2021-11-03,1751714.57,1403598.14,Broker_46,AU,3
2025-11-30,POL002825,1183,2024,D2,Direct Motor (Commercial),EUR,2024-08-03,2025-08-03,981190.18,830173.34,Broker_6,CA,2
2025-11-30,POL002826,33,2018,A1,Direct Accident & Health,USD,2018-02-15,2019-02-15,4861351.11,3621194.63,Broker_11,CA,7
2025-11-30,POL002827,1183,2018,D1,Direct Motor (Private Car),GBP,2018-11-18,2019-11-18,3970538.97,2839739.66,Broker_12,FR,9
2025-11-30,POL002828,1910,2025,D1,Direct Motor (Private Car),CAD,2025-03-21,2026-03-21,2219343.89,1955561.03,Broker_8,DE,7
2025-11-30,POL002829,5000,2024,A2,Accident & Health Reinsurance,GBP,2024-07-20,2025-07-20,1928882.11,1769303.67,Broker_12,JP,5
2025-11-30,POL002830,33,2026,D2,Direct Motor (Commercial),AUD,2026-03-16,2027-03-16,4079343.64,3294871.04,Broker_35,GB,2
2025-11-30,POL002831,2010,2018,D1,Direct Motor (Private Car),CAD,2018-12-26,2019-12-26,3772241.23,3518328.35,Broker_13,CA,3
2025-11-30,POL002832,2010,2022,D2,Direct Motor (Commercial),CHF,2022-12-15,2023-12-15,4894290.01,3530620.85,Broker_30,DE,1
2025-11-30,POL002833,1910,2025,E1,Energy Offshore,JPY,2025-05-09,2026-05-09,170512.95,133418.7,Broker_6,GB,6
2025-11-30,POL002834,1183,2023,E1,Energy Offshore,GBP,2023-09-08,2024-09-07,4451801.8,3695350.09,Broker_31,US,2
2025-11-30,POL002835,2987,2022,A2,Accident & Health Reinsurance,EUR,2022-10-07,2023-10-07,1907521.74,1743044.69,Broker_22,CA,2
2025-11-30,POL002836,623,2024,E1,Energy Offshore,JPY,2024-06-12,2025-06-12,3990973.63,3765461.76,Broker_35,AU,5
2025-11-30,POL002837,1183,2025,D1,Direct Motor (Private Car),JPY,2025-07-09,2026-07-09,48548.45,38158.79,Broker_27,US,8
2025-11-30,POL002838,33,2023,A1,Direct Accident & Health,CAD,2023-05-15,2024-05-14,3133140.37,2768244.97,Broker_1,GB,6
2025-11-30,POL002839,4242,2022,A1,Direct Accident & Health,EUR,2022-06-22,2023-06-22,2238443.07,2024661.04,Broker_36,US,4
2025-11-30,POL002840,1910,2019,E1,Energy Offshore,USD,2019-08-02,2020-08-01,1451995.21,1255132.77,Broker_15,GB,8
2025-11-30,POL002841,4242,2019,D2,Direct Motor (Commercial),EUR,2019-10-04,2020-10-03,4545679.84,4193468.02,Broker_8,GB,1
2025-11-30,POL002842,33,2021,D2,Direct Motor (Commercial),GBP,2021-11-06,2022-11-06,4495707.85,3360596.83,Broker_37,JP,7
2025-11-30,POL002843,4242,2022,D1,Direct Motor (Private Car),EUR,2022-09-18,2023-09-18,3721050.18,3419534.89,Broker_18,US,4
2025-11-30,POL002844,2525,2019,D2,Direct Motor (Commercial),CAD,2019-08-26,2020-08-25,2160906.64,1844150.58,Broker_8,JP,1
2025-11-30,POL002845,2987,2021,D2,Direct Motor (Commercial),USD,2021-07-03,2022-07-03,1095571.66,817092.64,Broker_12,GB,3
2025-11-30,POL002846,2791,2025,A1,Direct Accident & Health,USD,2025-05-06,2026-05-06,2035747.67,1696993.13,Broker_25,FR,5
2025-11-30,POL002847,1910,2026,D2,Direct Motor (Commercial),AUD,2026-03-01,2027-03-01,1618380.19,1435230.13,Broker_10,US,8
2025-11-30,POL002848,1183,2026,D2,Direct Motor (Commercial),EUR,2026-04-06,2027-04-06,4789355.31,3863568.07,Broker_50,JP,6
